"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Dinosauria&taxon_reso=species&idqual=certain&pres=regular&interval=Triassic,Cretaceous&show=acconly"
"Access Time","Wed 2019-06-12 10:22:05 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Dinosauria"
"","idreso","species"
"","idqual","certain"
"","interval","Triassic,Cretaceous"
"","timerule","major"
"","taxon_status","all"
"","pres","regular"
"","show","acconly"
"Elapsed Time","0.428"
"Records Found","3189"
"Records Returned","3189"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"1206366","occ","","","156414","Protopteryx fengningensis","species","91349","Barremian","","129.4","125","51266"
"1206512","occ","","","156486","Ahshislepelta minor","species","295548","Late Campanian","","83.5","70.6","51267"
"1206791","occ","","","156536","Mercuriceratops gemini","species","295749","Late Campanian","","83.5","70.6","51303"
"1206792","occ","","","156538","Mercuriceratops gemini","species","295749","Late Campanian","","83.5","70.6","51303"
"1207021","occ","","","84444","Gurilynia nessovi","species","296022","Late Campanian","Early Maastrichtian","83.5","66","51336"
"1207027","occ","","","156589","Hesperornis crassipes","species","118789","Late Cretaceous","","100.5","66","51337"
"1207028","occ","","","156590","Hesperornis gracilis","species","118790","Late Cretaceous","","100.5","66","51337"
"1207867","occ","","","90046","Zhouornis hani","species","277340","Aptian","","125","113","51380"
"1209949","occ","","","67974","Alectrosaurus olseni","species","57253","Cenomanian","Santonian","100.5","83.6","51464"
"1210224","occ","","","157097","Zhanghenglong yangchengensis","species","296575","Santonian","","86.3","83.6","51516"
"1210694","occ","","","157187","Tyrannosaurus rex","species","54833","Late Maastrichtian","","70.6","66","51520"
"1210695","occ","","","157188","Tyrannosaurus rex","species","54833","Late Maastrichtian","","70.6","66","51520"
"1210698","occ","","","157189","Tyrannosaurus rex","species","54833","Late Maastrichtian","","70.6","66","51520"
"1211029","occ","","","157223","Acanthopholis macrocercus","species","56562","Early Cenomanian","","99.6","93.5","14179"
"1211340","occ","30039","","96817","Iguanodon bernissartensis","species","58905","Barremian","","129.4","125","51648"
"1211341","occ","","","64776","Polacanthus foxii","species","52785","Late Hauterivian","Early Barremian","136.4","125.45","51648"
"1211890","occ","","","69801","Tarbosaurus bataar","species","63705","Maastrichtian","","72.1","66","4373"
"1215849","occ","","","158243","Changyuraptor yangi","species","299733","Late Barremian","Early Aptian","130","122.46","51973"
"1217007","occ","","","67439","Titanosaurus indicus","species","54171","Maastrichtian","","72.1","66","52029"
"1217033","occ","","","159014","Kulindadromeus zabaikalicus","species","300573","Late Bathonian","Late Jurassic","167.7","145","52036"
"1220161","occ","","","46439","Camarasaurus lentus","species","63764","Kimmeridgian","","157.3","152.1","52132"
"1220524","occ","","","159703","Laquintasaura venezuelae","species","302026","Early Hettangian","","201.3","196.5","52146"
"1222292","occ","","","160135","Chuanqilong chaoyangensis","species","302921","Aptian","","125","113","52265"
"1224512","occ","","","160666","Ichthyornis dispar","species","54877","Late Coniacian","Early Campanian","89.3","70.6","52417"
"1225128","occ","","","13937","Grabauornis lingyuanensis","species","304222","Barremian","","129.4","125","52455"
"1226371","occ","","","161115","Datanglong guangxiensis","species","304521","Aptian","","125","113","52501"
"1226498","occ","","","161171","Pachycephalosaurus wyomingensis","species","64648","Late Maastrichtian","","70.6","66","52511"
"1227130","occ","","","161337","Dreadnoughtus schrani","species","304824","Middle Campanian","Early Maastrichtian","83.5","66","52577"
"1227703","occ","","","52815","Apatosaurus louisae","species","57752","Kimmeridgian","Tithonian","157.3","145","52605"
"1231944","occ","32682","","96457","Ornithomimus edmontonicus","species","63438","Late Campanian","","83.5","70.6","60140"
"1231991","occ","","","162171","Brachylophosaurus canadensis","species","65213","Late Campanian","","83.5","70.6","52782"
"1234344","occ","","","162466","Tyrannotitan chubutensis","species","77208","Albian","","113","100.5","17101"
"1237523","occ","30711","","46358","Caenagnathus collinsi","species","54545","Late Campanian","","83.5","70.6","54018"
"1237524","occ","30712","","58912","Caenagnathus collinsi","species","54545","Late Campanian","","83.5","70.6","54018"
"1237631","occ","30546","","46439","Ceratosaurus nasicornis","species","54165","Kimmeridgian","","157.3","152.1","13300"
"1237867","occ","","","162141","Triceratops horridus","species","63766","Late Campanian","","83.5","70.6","52782"
"1239699","occ","","","163268","Eopengornis martini","species","308025","Hauterivian","","132.9","129.4","53151"
"1239700","occ","","","163269","Jeholornis curvipes","species","308027","Early Aptian","","125.45","122.46","53152"
"1243977","occ","","","163916","Carcharodontosaurus saharicus","species","65364","Early Cenomanian","","99.6","93.5","53517"
"1243978","occ","34657","","163916","Carcharodontosaurus saharicus","species","65364","Early Cenomanian","","99.6","93.5","65489"
"1243979","occ","34658","","163916","Spinosaurus aegyptiacus","species","53372","Early Cenomanian","","99.6","93.5","65489"
"1243984","occ","","","163917","Carcharodontosaurus saharicus","species","65364","Early Cenomanian","","99.6","93.5","53517"
"1243994","occ","","","155212","Carcharodontosaurus saharicus","species","65364","Early Cenomanian","","99.6","93.5","53517"
"1243995","occ","34661","","155212","Carcharodontosaurus saharicus","species","65364","Early Cenomanian","","99.6","93.5","65489"
"1243996","occ","34662","","155212","Spinosaurus aegyptiacus","species","53372","Early Cenomanian","","99.6","93.5","65489"
"1244002","occ","","","144705","Carcharodontosaurus saharicus","species","65364","Early Cenomanian","","99.6","93.5","53517"
"1244003","occ","34660","","144705","Spinosaurus aegyptiacus","species","53372","Early Cenomanian","","99.6","93.5","65489"
"1244020","occ","34659","","163918","Spinosaurus aegyptiacus","species","53372","Early Cenomanian","","99.6","93.5","65489"
"1244127","occ","","","163944","Huangshanlong anhuiensis","species","309609","Middle Jurassic","","174.1","163.5","53528"
"1244252","occ","30642","","46152","Velociraptor mongoliensis","species","54554","Late Campanian","","83.5","70.6","13096"
"1244253","occ","30641","","46152","Saurornithoides mongoliensis","species","54470","Late Campanian","","83.5","70.6","13096"
"1244254","occ","30640","","46152","Oviraptor philoceratops","species","55488","Late Campanian","","83.5","70.6","13096"
"1244255","occ","","","46152","Pinacosaurus grangeri","species","52911","Late Campanian","","83.5","70.6","12056"
"1247392","occ","","","75943","Itemirus medullaris","species","66622","Middle Turonian","Late Turonian","93.5","89.3","13891"
"1247524","occ","","","138447","Edmontosaurus regalis","species","63254","Late Campanian","","83.5","70.6","53758"
"1247652","occ","","","48999","Lamarqueavis australis","species","310827","Late Campanian","Early Maastrichtian","83.5","66","53784"
"1247663","occ","33428","","164632","Iguanodon bernissartensis","species","58905","Early Cretaceous","","145","100.5","62309"
"1247878","occ","","","164673","Aquilops americanus","species","310996","Middle Albian","Late Albian","109","99.6","53819"
"1248847","occ","","","39370","Allosaurus fragilis","species","52962","Kimmeridgian","Tithonian","157.3","145","53863"
"1248848","occ","","","39370","Fosterovenator churei","species","311427","Kimmeridgian","Tithonian","157.3","145","53863"
"1248849","occ","","","39370","Torvosaurus tanneri","species","53375","Kimmeridgian","Tithonian","157.3","145","53863"
"1248853","occ","32201","","164830","Allosaurus lucasi","species","311428","Tithonian","","152.1","145","15179"
"1251082","occ","","","165179","Caenagnathus collinsi","species","54545","Late Campanian","","83.5","70.6","54018"
"1251083","occ","","","164849","Bonitasaura salgadoi","species","58913","Early Campanian","","83.5","70.6","53867"
"1252923","occ","","","53673","Ngexisaurus dapukaensis","species","313237","Middle Jurassic","","174.1","163.5","46057"
"1252924","occ","","","53673","Megalosaurus dapukaensis","species","313236","Middle Jurassic","","174.1","163.5","46057"
"1252925","occ","","","53673","Microdontosaurus dayensis","species","65649","Middle Jurassic","","174.1","163.5","46057"
"1252926","occ","","","53673","Changdusaurus laminaplacodus","species","65647","Middle Jurassic","","174.1","163.5","46057"
"1252927","occ","","","165590","Lufengosaurus changduensis","species","313234","Early Jurassic","","201.3","174.1","46057"
"1252928","occ","","","165590","Damalasaurus magnus","species","313241","Early Jurassic","","201.3","174.1","46057"
"1252929","occ","","","165590","Megalosaurus tibetensis","species","313235","Early Jurassic","","201.3","174.1","46057"
"1253472","occ","","","165720","Qijianglong guokr","species","313710","Late Jurassic","","163.5","145","54169"
"1254437","occ","","","166065","Koshisaurus katsuyama","species","314251","Late Barremian","Aptian","130","113","54271"
"1254837","occ","35699","","166210","Fukuivenator paradoxus","species","372483","Late Barremian","Aptian","130","113","66126"
"1260992","occ","","","26819","Telmatornis priscus","species","119225","Late Maastrichtian","Early Paleocene","70.6","61.7","54671"
"1262140","occ","","","167657","Pinacosaurus grangeri","species","52911","Late Santonian","Late Campanian","85.8","70.6","59136"
"1263083","occ","","","167744","Hadrosaurus foulkii","species","52812","Campanian","","83.6","72.1","54671"
"1263261","occ","","","125953","Dryptosaurus aquilunguis","species","53032","Campanian","","83.6","72.1","54671"
"1263262","occ","","","125953","Hadrosaurus foulkii","species","52812","Campanian","","83.6","72.1","54671"
"1263271","occ","35359","","129265","Teihivenator macropus","species","54133","Early Maastrichtian","","70.6","66","63583"
"1264057","occ","","","167916","Adelolophus hutchisoni","species","318657","Early Campanian","Middle Campanian","83.5","70.6","54881"
"1264445","occ","","","77259","Prosaurolophus maximus","species","53384","Late Campanian","","83.5","70.6","54955"
"1264578","occ","","","167657","Plesiohadros djadokhtaensis","species","318945","Late Santonian","Late Campanian","85.8","70.6","54991"
"1264894","occ","","","58516","Brontosaurus parvus","species","66540","Kimmeridgian","Tithonian","157.3","145","55026"
"1265057","occ","","","21852","Diplodocus hallorum","species","66615","Early Tithonian","","150.8","145","55026"
"1265058","occ","31054","","168056","Diplodocus hallorum","species","66615","Kimmeridgian","Tithonian","157.3","145","55026"
"1265063","occ","33412","","28366","Galeamopus pabsti","species","352582","Kimmeridgian","Tithonian","157.3","145","62229"
"1265066","occ","","","49338","Brontosaurus parvus","species","66540","Late Kimmeridgian","Tithonian","155.7","145","55036"
"1267126","occ","","","79941","Longipteryx chaoyangensis","species","137361","Aptian","","125","113","55125"
"1267128","occ","","","79941","Yuanjiawaornis viriosus","species","317702","Aptian","","125","113","54741"
"1269297","occ","","","168798","Yi qi","species","319909","Callovian","Oxfordian","166.1","157.3","55193"
"1269303","occ","","","58166","Itemirus medullaris","species","66622","Middle Turonian","Late Turonian","93.5","89.3","53745"
"1269304","occ","","","140570","Itemirus medullaris","species","66622","Middle Turonian","Late Turonian","93.5","89.3","53745"
"1269305","occ","","","58168","Itemirus medullaris","species","66622","Middle Turonian","Late Turonian","93.5","89.3","53745"
"1269306","occ","","","46959","Itemirus medullaris","species","66622","Middle Turonian","Late Turonian","93.5","89.3","53745"
"1269307","occ","","","58159","Itemirus medullaris","species","66622","Middle Turonian","Late Turonian","93.5","89.3","53745"
"1269314","occ","35684","","168800","Gobihadros mongoliensis","species","385122","Cenomanian","Santonian","100.5","83.6","68688"
"1269339","occ","35681","","168807","Gobihadros mongoliensis","species","385122","Cenomanian","Santonian","100.5","83.6","68688"
"1271464","occ","31134","","129749","Shuvuuia deserti","species","66044","Campanian","","83.6","72.1","28193"
"1271465","occ","34681","","55256","Aepyornithomimus tugrikinensis","species","370066","Late Campanian","","83.5","70.6","65627"
"1271470","occ","31136","","168986","Elsornis keni","species","133734","Campanian","","83.6","72.1","28193"
"1272624","occ","","","68022","Archaeornithura meemannae","species","320179","Late Barremian","Early Aptian","130","122.46","55248"
"1272872","occ","","","130803","Hollanda luceria","species","166962","Campanian","","83.6","72.1","32636"
"1273397","occ","","","169229","Ziapelta sanjuanensis","species","320258","Late Campanian","","83.5","70.6","55263"
"1273404","occ","31151","","52258","Hylaeosaurus armatus","species","52782","Late Valanginian","","140.2","136.4","14142"
"1273568","occ","35683","","108340","Gobihadros mongoliensis","species","385122","Campanian","","83.6","72.1","68688"
"1276848","occ","","","156028","Rukwatitan bisepultus","species","320811","Cenomanian","Campanian","100.5","72.1","55378"
"1278689","occ","","","169878","Ampelosaurus atacis","species","65140","Late Campanian","","83.5","70.6","55429"
"1278693","occ","","","141189","Rhabdodon priscus","species","96110","Late Campanian","Maastrichtian","83.5","66","54061"
"1279105","occ","31526","","169901","Cratoavis cearensis","species","324068","Aptian","","125","113","55719"
"1279268","occ","","","169930","Parapengornis eurycaudatus","species","321577","Aptian","","125","113","55440"
"1279950","occ","","","169930","Juehuaornis zhangi","species","321629","Aptian","","125","113","50811"
"1280619","occ","","","59075","Iguanodon galvensis","species","321748","Early Barremian","","130","125.45","55476"
"1280620","occ","","","170003","Iguanodon galvensis","species","321748","Early Barremian","","130","125.45","55476"
"1281432","occ","","","113357","Holbotia ponomarenkoi","species","322034","Hauterivian","Aptian","132.9","113","55521"
"1281441","occ","","","170147","Kuszholia mengi","species","322036","Middle Turonian","Late Turonian","93.5","89.3","38539"
"1283498","occ","","","170616","Sefapanosaurus zastronensis","species","322708","Norian","Sinemurian","228","190.8","55582"
"1283554","occ","","","79953","Megaraptor namunhuaiquii","species","65425","Late Turonian","Early Coniacian","93.5","85.8","55586"
